generated_token_index,case_count,mean_cosine_similarity,min_cosine_similarity,max_cosine_similarity
202,26,0.018697359214107003,-0.033016446977853775,0.12670841813087463
203,26,0.006162626400160102,-0.029874099418520927,0.10235322266817093
204,26,0.010100893282259885,-0.03282400220632553,0.09071332961320877
205,26,0.008776337830708004,-0.032295458018779755,0.14544154703617096
206,26,0.006255371737867021,-0.03242407739162445,0.10877982527017593
207,26,0.02214766658233622,-0.032994192093610764,0.2980247735977173
208,26,0.016056451642026123,-0.026065099984407425,0.32829567790031433
209,26,0.01967651810711966,-0.03180474042892456,0.24731296300888062
210,26,0.012320326923285253,-0.04168213903903961,0.2275301069021225
211,26,7.361846152119912e-05,-0.034750234335660934,0.06933101266622543
212,26,0.012654606951400638,-0.034100525081157684,0.1607804149389267
213,26,0.010593629316785015,-0.029148269444704056,0.22576592862606049
214,26,0.017645090263193615,-0.03701901435852051,0.19210867583751678
215,26,0.01213058179172759,-0.037746623158454895,0.1297588348388672
216,26,0.008501939392702367,-0.03200657665729523,0.12416568398475647
217,26,0.001987646629389089,-0.04322616010904312,0.08487285673618317
218,26,0.0029174851370044053,-0.03703761473298073,0.08130054920911789
219,25,0.004086289964616299,-0.03297450393438339,0.17019222676753998
220,25,0.013005194114521145,-0.03627379238605499,0.1477927565574646
221,25,0.009831389375030995,-0.03606954962015152,0.12542614340782166
222,25,0.009854696057736874,-0.0360657274723053,0.1156366840004921
223,25,0.006457671080715955,-0.03786756098270416,0.06693102419376373
224,25,-0.0021668043732643127,-0.0419253446161747,0.08493351191282272
225,23,0.00738600731584365,-0.03747110441327095,0.13355569541454315
226,23,0.010371250555972043,-0.03448997065424919,0.1203327551484108
227,23,0.017405490957848404,-0.03308660909533501,0.142806276679039
228,23,0.01191809707645165,-0.02975635975599289,0.09545140713453293
229,23,0.024728685981877472,-0.036813780665397644,0.16497373580932617
230,23,0.02191097277176121,-0.03568434715270996,0.18907040357589722
231,23,0.0019890926069701495,-0.03690093383193016,0.11274822801351547
232,23,0.00757489379738336,-0.028592823073267937,0.0673551931977272
233,23,-0.0015330684938184593,-0.041179727762937546,0.07414422184228897
234,23,-0.002004439532554344,-0.03713736683130264,0.1655830591917038
235,23,0.014478804310783744,-0.032295797020196915,0.16094151139259338
236,23,0.005053926269402323,-0.037050649523735046,0.11054456233978271
237,23,0.0033996671326863375,-0.02342960052192211,0.07885980606079102
238,22,-0.0010803854622116144,-0.029914837330579758,0.11645372956991196
239,22,0.01737365129255605,-0.0300377756357193,0.1674938201904297
240,22,0.005004889691587199,-0.029226623475551605,0.11341170966625214
241,22,0.0029100056695328517,-0.03743996098637581,0.11492813378572464
242,22,-0.00490147921002724,-0.03785195201635361,0.045697279274463654
243,22,0.00480631499720568,-0.04108485206961632,0.11981921643018723
244,20,0.015198775089811534,-0.0354967936873436,0.14771553874015808
245,19,0.0060884993704109405,-0.022547371685504913,0.10294008255004883
246,18,0.01162458519037399,-0.019120244309306145,0.0880572572350502
247,18,-0.0014241136765728395,-0.031009061262011528,0.04900765046477318
248,17,0.0032909358851611614,-0.02226662077009678,0.11556701362133026
249,17,0.010019177666810505,-0.02408509887754917,0.1525239497423172
250,17,0.009465905865106513,-0.028045302256941795,0.17675231397151947
251,17,-0.0005719634457765257,-0.02122434228658676,0.0491597019135952
252,17,0.008420212618897067,-0.03691277652978897,0.09697562456130981
253,16,0.00473479853826575,-0.03258402645587921,0.08328589797019958
254,16,0.004150087988818996,-0.028532877564430237,0.09577448666095734
255,16,-0.006559597532032058,-0.03205132856965065,0.07351027429103851
